,unique_id,F7a,F7bA1,F7cA1,F7d,F7e,F7f,einkommen,F7g,F7h,F7i,F7j,F7k,F7lA1,F7mA1,F7n,F7o,wave_first
314,IDDE100391,1,50765,70,1,1,1,6,4,8,7,1,1,2,0,1,4,1
315,IDDE100393,1,40223,29,2,2,2,9,6,6,1,1,1,2,0,9,4,1
316,IDDE100395,2,18181,65,1,1,1,4,6,8,7,5,6,1,0,9,15,1
317,IDDE100396,1,16515,20,1,1,1,4,6,1,1,7,6,3,0,9,13,1
318,IDDE100397,2,8606,61,1,1,1,3,4,1,7,2,1,2,0,9,3,1
319,IDDE100398,2,21635,50,1,1,1,10,4,1,7,1,1,3,1,9,3,1
320,IDDE100402,2,79650,40,1,1,1,5,4,10,7,1,6,2,1,9,3,1
321,IDDE100403,1,63450,47,1,1,1,9,6,4,8,6,2,4,2,1,1,1
322,IDDE100404,2,13435,68,1,1,1,2,6,13,4,5,4,1,0,9,4,1
323,IDDE100405,1,22359,79,1,1,1,5,5,9,9,5,5,1,0,2,5,1
324,IDDE100407,1,95028,64,1,1,1,4,5,1,11,3,6,1,0,2,1,1
325,IDDE100410,1,68163,65,1,1,1,9,4,1,7,1,6,2,0,9,3,1
326,IDDE100411,1,15831,49,1,1,1,5,4,1,3,1,6,2,1,9,3,1
327,IDDE100413,2,69168,70,1,1,1,6,4,1,7,5,6,1,0,9,3,1
328,IDDE100414,1,63263,63,1,1,1,9,5,3,7,1,1,2,0,2,3,1
329,IDDE100415,2,70563,36,1,1,1,7,6,12,1,1,6,3,0,9,5,1
330,IDDE100416,2,48565,25,1,1,1,4,6,13,9,1,8,2,0,1,13,1
331,IDDE100417,2,12205,68,1,1,1,10,6,10,12,5,1,2,0,2,1,1
332,IDDE100418,3,53639,20,1,1,1,6,6,7,9,1,1,4,2,3,1,1
333,IDDE100419,1,64823,27,1,1,1,5,4,13,4,2,2,3,1,10,4,1
334,IDDE100420,1,38685,57,1,1,1,10,6,9,11,1,1,2,0,1,1,1
335,IDDE100425,1,24321,73,1,1,1,2,4,1,10,5,4,1,0,9,14,1
336,IDDE100426,2,56412,64,1,1,1,10,6,1,10,5,1,2,0,9,4,1
337,IDDE100427,2,34519,20,1,1,1,5,6,1,1,8,6,5,2,9,13,1
338,IDDE100428,2,85053,63,1,1,1,4,4,4,6,5,3,1,0,9,3,1
339,IDDE100430,2,98529,70,1,1,1,1,4,1,6,5,4,1,0,9,14,1
340,IDDE100431,2,69221,50,1,1,1,6,4,1,7,1,4,1,0,9,3,1
341,IDDE100432,1,68519,42,1,2,2,5,6,8,7,1,6,1,0,2,3,1
342,IDDE100433,1,28844,20,2,2,2,3,7,9,12,12,6,5,1,6,12,1
343,IDDE100435,1,91522,23,1,1,1,5,6,1,2,3,6,14,0,8,6,1
344,IDDE100436,2,47669,70,1,1,1,6,6,11,11,5,1,2,0,1,1,1
345,IDDE100437,2,35075,58,1,1,1,2,4,1,6,2,1,2,0,2,7,1
346,IDDE100439,2,99092,70,1,1,1,1,4,1,7,5,1,2,0,9,4,1
347,IDDE100440,1,21335,20,1,1,1,6,6,1,1,7,6,3,0,2,13,1
348,IDDE100442,1,90765,63,1,1,1,9,3,1,6,2,1,2,0,9,4,1
349,IDDE100443,2,4821,70,1,1,1,8,6,10,13,5,1,2,0,9,1,1
350,IDDE100444,2,69181,51,1,1,1,9,6,1,11,1,1,2,0,9,3,1
351,IDDE100445,1,27367,43,1,1,1,4,4,15,13,1,8,2,0,9,8,1
352,IDDE100446,1,41352,66,1,1,1,4,3,4,7,2,1,2,0,2,3,1
353,IDDE100447,2,42551,81,1,1,1,3,4,1,5,1,1,1,0,2,4,1
354,IDDE100448,2,4317,37,1,1,2,2,6,7,7,1,5,1,0,9,3,1
355,IDDE100449,1,17036,27,1,1,1,2,3,1,2,1,6,1,0,3,6,1
356,IDDE100450,1,6130,40,1,1,1,4,4,1,6,1,1,4,2,9,7,1
357,IDDE100451,2,30539,49,1,1,1,1,6,1,8,2,5,1,0,9,5,1
358,IDDE100452,1,85462,46,1,1,1,5,4,3,11,3,1,2,0,1,2,1
359,IDDE100453,2,63739,48,2,2,2,3,4,1,3,2,4,4,3,1,1,1
360,IDDE100454,2,15838,67,1,1,1,5,6,11,13,2,1,2,0,9,1,1
361,IDDE100455,2,79379,31,1,1,1,8,4,1,7,1,8,2,0,9,4,1
362,IDDE100457,2,49124,69,1,1,1,5,4,1,5,5,4,1,0,2,15,1
363,IDDE100458,1,46284,29,1,1,2,7,5,1,11,10,1,2,0,7,3,1
364,IDDE100460,2,48531,23,1,1,1,4,6,7,1,7,1,2,0,9,1,1
365,IDDE100462,1,16562,63,1,2,1,4,6,3,11,3,1,2,0,9,1,1
366,IDDE100463,2,16727,63,1,1,1,4,6,1,1,3,3,1,0,9,14,1
367,IDDE100464,1,39128,75,1,1,1,5,4,1,8,5,1,2,0,9,7,1
368,IDDE100465,1,4288,73,1,1,1,5,6,1,2,5,1,2,0,9,7,1
369,IDDE100466,1,53879,47,1,1,1,6,4,1,8,1,1,3,0,9,7,1
370,IDDE100467,1,45772,34,1,1,1,8,6,8,1,1,1,3,1,10,1,1
371,IDDE100468,1,30559,25,1,1,1,3,5,1,1,7,6,3,0,2,13,1
372,IDDE100469,1,21683,63,1,1,1,6,4,1,7,1,1,2,0,9,3,1
373,IDDE100470,1,24983,70,1,1,1,2,3,6,8,5,6,1,0,2,8,1
374,IDDE100472,2,2894,40,1,1,1,9,5,10,7,1,1,3,1,9,3,1
375,IDDE100474,1,82279,71,2,1,2,4,6,1,1,5,1,2,0,8,3,1
376,IDDE100475,1,34119,70,1,1,1,8,3,1,5,5,1,2,0,9,3,1
377,IDDE100476,1,48165,60,1,1,1,10,6,14,13,12,8,1,0,10,15,1
378,IDDE100477,2,13355,19,1,1,2,5,6,1,1,7,6,6,4,6,1,1
379,IDDE100479,1,67659,75,1,1,2,2,5,9,1,5,4,2,0,9,14,1
380,IDDE100480,1,9112,74,1,1,1,7,5,8,5,5,1,2,0,2,3,1
381,IDDE100481,2,69118,30,1,1,1,2,6,7,1,2,6,2,0,9,6,1
382,IDDE100482,1,54294,40,1,1,1,4,6,3,1,1,6,1,0,1,3,1
383,IDDE100483,1,40215,45,1,1,1,5,3,13,7,3,8,3,1,10,15,1
384,IDDE100484,2,66346,50,1,1,1,3,4,13,4,1,1,2,0,6,4,1
385,IDDE100485,2,89518,23,1,1,2,4,3,1,12,6,1,3,1,9,14,1
386,IDDE100486,2,9423,58,1,1,1,7,6,10,5,1,1,2,0,9,3,1
387,IDDE100487,2,95349,45,1,1,1,8,5,4,10,1,2,3,1,3,2,1
388,IDDE100488,1,4157,32,1,1,1,10,6,11,1,1,1,3,1,9,1,1
389,IDDE100489,2,98660,42,1,1,1,4,5,3,13,2,3,3,2,2,3,1
390,IDDE100490,2,76185,43,1,2,2,4,4,13,4,1,4,2,1,1,5,1
391,IDDE100492,1,23626,71,1,1,1,9,6,11,11,5,1,2,0,2,1,1
392,IDDE100493,2,88477,45,1,1,1,4,4,9,7,6,1,3,1,1,4,1
393,IDDE100495,1,53859,60,1,1,1,6,6,8,10,1,6,1,0,9,3,1
394,IDDE100496,2,99510,56,1,1,1,4,4,15,6,1,6,1,0,9,7,1
395,IDDE100497,2,94078,64,1,1,1,1,6,10,1,5,6,1,0,9,1,1
396,IDDE100498,1,30183,32,1,1,1,10,6,5,11,1,1,3,1,10,2,1
397,IDDE100499,2,85296,68,1,1,1,8,3,15,6,5,2,2,0,1,3,1
398,IDDE100500,2,39112,19,1,1,1,7,4,1,7,1,6,2,0,9,6,1
399,IDDE100502,2,63584,26,1,1,1,3,3,1,1,1,6,3,1,2,3,1
400,IDDE100503,1,21217,26,1,2,2,4,6,7,1,1,1,2,0,9,1,1
401,IDDE100504,2,24114,66,1,1,1,8,4,1,4,1,1,2,0,2,3,1
402,IDDE100505,2,44892,40,1,1,1,1,6,1,7,11,6,1,0,10,14,1
403,IDDE100509,2,30827,46,1,1,1,5,6,4,7,1,1,3,1,2,3,1
404,IDDE100510,1,42369,65,1,1,1,5,3,1,7,5,4,1,0,1,15,1
405,IDDE100511,2,95615,65,1,1,1,3,4,1,11,5,4,1,0,2,3,1
406,IDDE100512,2,95183,49,1,1,1,5,3,3,3,2,2,2,0,10,2,1
407,IDDE100513,2,76307,27,1,1,1,9,6,12,6,1,6,2,0,9,1,1
408,IDDE100517,1,28865,22,1,1,1,2,6,5,7,1,8,1,0,9,13,1
409,IDDE100518,1,50669,59,1,1,1,6,6,1,7,1,2,2,0,9,1,1
410,IDDE100519,2,76332,48,1,1,1,4,4,1,5,1,5,1,0,1,3,1
411,IDDE100520,2,52477,41,1,2,1,8,6,10,5,1,6,1,0,1,1,1
412,IDDE100521,2,66117,21,1,2,2,1,3,14,1,8,6,5,0,6,14,1
413,IDDE100522,2,48231,71,1,1,1,2,3,1,7,5,1,2,0,9,4,1
414,IDDE100523,2,16767,63,1,1,1,1,4,1,11,3,4,1,0,3,3,1
415,IDDE100524,1,12689,25,1,1,1,9,6,9,10,1,1,4,2,5,2,1
416,IDDE100525,1,25524,71,1,1,1,9,6,11,1,5,1,2,0,9,1,1
417,IDDE100527,1,65479,51,1,1,1,4,5,1,1,3,2,2,0,9,1,1
418,IDDE100529,2,64584,61,1,1,1,5,5,1,4,5,4,2,0,2,5,1
419,IDDE100531,2,83677,73,1,1,2,2,3,1,7,5,1,1,0,9,5,1
420,IDDE100532,2,53117,62,1,1,1,8,6,12,13,1,3,1,0,9,1,1
421,IDDE100533,2,63477,47,1,1,1,6,4,15,7,2,1,4,2,2,3,1
422,IDDE100534,1,89361,71,1,1,1,8,4,4,7,5,1,2,0,1,2,1
423,IDDE100535,1,60313,40,1,1,1,2,6,15,13,1,1,2,0,9,7,1
424,IDDE100536,1,21385,48,1,2,2,7,5,3,11,1,6,1,0,4,3,1
425,IDDE100538,2,56357,64,1,1,1,10,6,3,7,1,1,2,0,9,3,1
426,IDDE100539,1,66113,51,1,2,2,8,3,1,7,1,1,4,2,6,3,1
427,IDDE100540,2,98587,39,1,1,1,3,3,1,6,1,6,1,0,9,5,1
428,IDDE100541,1,65185,28,2,2,2,1,6,5,13,7,6,1,0,9,1,1
429,IDDE100542,2,92224,61,1,1,1,8,6,7,10,9,1,3,1,9,3,1
430,IDDE100543,2,50823,65,1,1,1,1,4,1,3,5,4,1,0,1,3,1
431,IDDE100544,2,13156,40,1,1,1,5,6,3,7,7,1,10,8,10,3,1
432,IDDE100545,2,6842,38,1,1,1,1,4,1,7,1,6,1,0,9,6,1
433,IDDE100546,1,6313,40,1,1,1,8,5,7,7,3,6,2,0,6,4,1
434,IDDE100547,1,15378,60,1,1,1,7,3,1,2,1,1,2,0,9,5,1
435,IDDE100549,1,80636,36,1,1,1,10,4,1,10,1,6,3,1,9,2,1
436,IDDE100550,1,64297,91,1,1,1,6,6,10,11,5,3,1,0,2,2,1
437,IDDE100551,2,55120,30,1,1,1,5,7,10,1,1,6,2,0,2,1,1
438,IDDE100552,2,21726,39,1,1,1,7,6,7,13,2,1,5,3,9,9,1
439,IDDE100553,2,22393,21,1,1,1,8,6,15,13,2,6,4,1,9,13,1
440,IDDE100554,2,85560,34,1,1,1,9,4,1,2,1,4,2,0,9,6,1
441,IDDE100556,2,55619,59,1,1,1,5,6,4,4,1,4,1,0,9,5,1
442,IDDE100558,2,12209,70,1,1,1,3,4,15,5,5,4,1,0,1,3,1
443,IDDE100560,1,82256,48,1,1,1,2,3,1,6,6,1,3,1,1,7,1
444,IDDE100561,1,83435,58,2,2,2,6,5,8,7,1,1,2,0,4,3,1
445,IDDE100562,2,82256,29,1,1,1,9,6,1,10,1,1,2,0,9,4,1
446,IDDE100563,1,88674,25,1,1,2,2,4,1,1,7,6,1,0,9,5,1
447,IDDE100564,1,24945,45,1,2,1,10,4,1,10,1,1,2,0,2,3,1
448,IDDE100565,1,81377,49,1,1,1,10,6,10,1,1,1,2,0,1,3,1
449,IDDE100566,2,75181,40,1,1,1,7,4,1,6,2,1,6,4,9,6,1
450,IDDE100567,2,76227,67,1,1,1,3,4,10,7,5,1,2,0,1,5,1
451,IDDE100568,1,82194,43,1,1,1,7,6,5,7,1,6,1,0,2,2,1
452,IDDE100569,1,81545,28,1,1,1,9,4,4,7,1,6,2,0,1,3,1
453,IDDE100570,2,91287,63,1,1,1,8,4,1,13,6,1,2,0,2,15,1
454,IDDE100571,1,91555,22,1,1,1,6,4,7,3,3,1,3,1,2,4,1
455,IDDE100572,1,63526,40,1,1,2,7,4,15,11,1,1,4,2,3,7,1
456,IDDE100573,2,97332,50,1,1,1,10,6,1,7,2,1,4,2,1,3,1
457,IDDE100574,2,90530,52,1,1,1,1,4,1,7,2,1,4,2,1,3,1
458,IDDE100575,2,35759,35,1,1,1,7,4,1,8,2,1,3,1,2,3,1
459,IDDE100576,1,7548,62,1,1,1,9,3,8,10,5,1,2,0,9,2,1
460,IDDE100578,1,20359,66,1,1,1,2,6,1,6,2,6,1,0,9,6,1
461,IDDE100579,1,12619,42,1,1,1,2,4,1,8,1,6,1,0,9,6,1
462,IDDE100580,1,76432,30,1,1,1,4,4,9,7,1,6,1,0,9,4,1
463,IDDE100581,1,53229,76,1,1,1,9,6,3,11,5,1,2,0,10,2,1
464,IDDE100583,1,12347,59,1,1,1,1,4,11,10,9,4,1,0,2,3,1
465,IDDE100585,1,60320,37,2,2,2,10,6,10,1,1,1,4,2,9,2,1
466,IDDE100586,1,99085,59,1,1,1,4,4,1,6,5,1,2,0,9,7,1
467,IDDE100587,1,55543,35,1,1,1,8,4,1,11,1,1,6,4,9,3,1
468,IDDE100588,1,13055,52,1,1,1,9,4,1,7,1,1,2,0,9,6,1
469,IDDE100590,2,27726,31,1,1,1,10,7,1,7,3,1,4,2,10,4,1
470,IDDE100591,1,28211,32,1,1,1,1,4,1,1,7,6,1,0,2,5,1
471,IDDE100592,1,50667,20,1,1,1,5,6,1,1,7,6,5,0,6,13,1
472,IDDE100593,1,22880,75,1,1,1,6,5,6,6,5,1,3,1,2,2,1
473,IDDE100594,1,13187,33,1,1,1,1,3,13,7,8,6,1,0,9,14,1
474,IDDE100595,1,44629,55,1,1,1,6,4,1,9,1,1,3,0,2,3,1
475,IDDE100596,1,44532,35,1,1,1,2,4,1,3,1,6,1,0,2,3,1
476,IDDE100598,1,26529,67,1,1,1,2,4,15,5,10,1,2,0,9,7,1
477,IDDE100599,1,86316,74,1,1,1,7,4,1,10,5,1,2,0,1,1,1
478,IDDE100602,1,90480,72,1,1,1,6,6,8,4,5,4,1,0,9,4,1
479,IDDE100603,2,96515,49,1,1,1,1,6,10,10,9,6,2,1,10,15,1
480,IDDE100604,2,69124,36,1,1,1,2,6,3,11,5,4,1,0,9,1,1
481,IDDE100605,1,59929,63,1,1,1,6,6,10,8,1,6,1,0,9,1,1
482,IDDE100607,1,21391,49,1,1,1,2,3,1,10,5,4,2,1,2,7,1
483,IDDE100609,1,12555,78,1,1,1,5,6,10,4,5,1,2,0,9,15,1
484,IDDE100610,2,99087,51,1,1,1,2,4,15,2,12,8,2,0,10,15,1
485,IDDE100612,2,4720,36,1,1,1,8,6,10,11,1,1,3,1,9,1,1
486,IDDE100613,2,69214,71,1,1,1,2,6,12,1,5,6,1,0,2,1,1
487,IDDE100614,1,79112,43,1,1,1,8,6,10,11,1,1,3,1,9,1,1
488,IDDE100615,2,63110,72,1,2,1,7,4,1,7,5,1,2,0,2,3,1
489,IDDE100616,1,38100,42,1,1,1,9,5,11,10,1,2,3,1,9,5,1
490,IDDE100617,1,21339,61,1,1,2,9,6,2,11,2,1,2,0,9,3,1
491,IDDE100618,2,46348,61,1,1,1,9,6,10,1,1,4,2,0,9,1,1
492,IDDE100619,2,71636,60,1,1,1,2,4,1,7,2,4,1,0,1,6,1
493,IDDE100620,1,45136,57,1,1,1,7,4,1,10,1,1,5,1,2,5,1
494,IDDE100621,2,91056,40,1,1,1,7,4,1,8,6,1,4,2,9,3,1
495,IDDE100622,2,97906,39,1,1,1,6,4,1,4,2,1,5,3,1,9,1
496,IDDE100623,2,63741,67,1,1,1,5,5,10,9,5,6,1,0,1,3,1
497,IDDE100624,1,48565,59,1,1,1,9,4,1,5,1,1,2,0,1,3,1
498,IDDE100625,2,13088,54,1,1,1,6,4,1,9,1,6,1,0,9,3,1
499,IDDE100626,2,14089,75,1,1,1,7,4,13,7,5,1,2,0,1,14,1
500,IDDE100627,2,12169,73,1,1,1,9,5,9,8,5,1,2,0,9,3,1
501,IDDE100628,1,74736,83,2,1,1,8,6,13,11,6,3,2,0,1,1,1
502,IDDE100629,2,55218,64,1,1,1,10,5,5,8,5,1,2,0,9,15,1
503,IDDE100630,1,66640,48,1,1,1,8,5,1,11,1,1,4,2,1,3,1
504,IDDE100631,2,82409,57,1,1,1,7,4,1,11,1,1,2,0,9,4,1
505,IDDE100632,1,25541,64,1,1,1,7,4,15,10,5,5,2,0,2,3,1
506,IDDE100633,1,55288,71,1,1,1,9,6,11,11,5,1,2,0,1,1,1
507,IDDE100637,2,98693,42,1,1,1,7,4,1,6,1,6,3,1,1,7,1
508,IDDE100638,2,30916,70,1,2,1,1,5,1,11,5,5,1,0,2,5,1
509,IDDE100639,2,52428,77,2,2,2,4,6,7,13,5,4,1,0,9,3,1
510,IDDE100642,2,6484,61,1,1,1,1,4,1,7,1,1,2,0,9,6,1
511,IDDE100643,2,90402,22,1,1,1,1,6,1,1,7,6,2,0,2,1,1
512,IDDE100644,1,39120,35,1,1,1,10,6,12,12,1,1,3,1,2,1,1
513,IDDE100645,2,24944,75,1,1,1,6,4,15,13,5,1,2,0,2,15,1
514,IDDE100646,2,80638,51,1,1,1,7,4,1,7,1,6,1,0,1,3,1
515,IDDE100648,1,73529,53,1,1,2,8,6,4,8,1,6,1,0,9,3,1
516,IDDE100649,1,21509,42,1,1,1,8,5,1,10,1,6,3,1,9,3,1
517,IDDE100651,1,31515,40,1,1,1,9,4,14,10,1,6,3,1,9,15,1
518,IDDE100652,2,45661,33,1,1,1,8,5,1,2,1,1,2,0,9,3,1
519,IDDE100653,1,97080,36,1,1,1,4,6,1,11,1,6,1,0,1,14,1
520,IDDE100654,2,73734,48,1,1,1,7,4,1,7,1,1,3,1,9,6,1
521,IDDE100656,1,57462,69,1,1,1,4,4,1,11,5,4,2,1,1,7,1
522,IDDE100657,1,54662,66,1,1,1,7,4,1,6,5,1,2,0,1,3,1
523,IDDE100658,1,75172,33,2,2,2,3,6,13,10,1,6,1,0,1,7,1
524,IDDE100659,1,90480,64,1,1,1,9,4,1,7,5,1,2,0,9,14,1
525,IDDE100660,2,4936,61,1,1,1,6,4,1,10,1,1,2,0,9,5,1
526,IDDE100661,2,76437,69,1,1,1,1,3,1,7,5,4,1,0,2,4,1
527,IDDE100662,2,79241,42,1,1,1,8,5,3,2,1,1,4,2,9,3,1
528,IDDE100663,1,21640,64,1,1,1,8,3,1,11,1,1,2,0,2,14,1
529,IDDE100664,2,21465,79,1,1,1,8,0,15,6,5,3,1,0,2,6,1
530,IDDE100665,2,42781,46,1,1,1,8,6,3,1,1,1,5,3,9,3,1
531,IDDE100667,2,65599,47,1,1,1,6,6,1,7,1,6,2,0,1,3,1
532,IDDE100668,1,42105,33,1,1,1,1,6,1,6,7,6,2,0,9,12,1
533,IDDE100669,2,58456,24,1,1,1,1,6,2,11,7,6,1,0,2,1,1
534,IDDE100670,2,44623,27,1,1,1,1,6,1,7,7,6,1,0,2,13,1
535,IDDE100671,2,63773,40,1,1,1,9,6,1,7,1,1,2,0,9,3,1
536,IDDE100672,1,10785,56,1,1,1,1,4,1,4,3,6,2,0,9,7,1
537,IDDE100673,1,55543,29,1,1,1,5,4,1,6,1,6,2,0,1,7,1
538,IDDE100674,1,44149,68,1,1,1,1,4,13,2,5,6,1,0,2,5,1
539,IDDE100675,1,67549,73,1,1,1,10,6,10,11,5,1,2,0,9,2,1
540,IDDE100676,2,10315,40,1,1,1,8,6,7,1,2,1,2,0,9,1,1
541,IDDE100677,1,40723,42,1,1,2,6,6,1,2,1,4,1,0,9,5,1
542,IDDE100678,2,26441,51,1,1,1,7,6,1,4,1,1,2,0,9,5,1
543,IDDE100680,1,85055,23,1,2,2,6,6,6,13,1,6,2,0,2,1,1
544,IDDE100682,2,65824,70,1,1,1,3,4,1,2,5,4,1,0,9,4,1
545,IDDE100683,2,35039,61,2,2,2,3,4,10,11,6,2,2,0,9,4,1
546,IDDE100684,1,31737,23,1,1,1,4,2,15,6,12,6,2,0,9,4,1
547,IDDE100685,2,67063,49,1,2,1,7,4,1,4,1,4,3,2,1,5,1
548,IDDE100686,2,63667,72,1,1,1,2,4,1,4,5,3,1,0,8,15,1
549,IDDE100688,2,65439,54,1,1,1,8,6,5,11,3,1,2,0,9,15,1
550,IDDE100690,1,12207,52,1,1,1,5,4,1,7,1,6,2,0,2,4,1
551,IDDE100691,2,1445,58,1,1,1,1,3,1,11,1,1,2,0,9,3,1
552,IDDE100692,2,88069,52,1,1,1,10,6,3,11,1,1,2,0,9,1,1
553,IDDE100693,2,12619,66,2,2,2,1,4,1,7,5,4,1,0,9,3,1
554,IDDE100695,1,81243,27,1,1,1,4,6,10,9,9,1,2,1,10,4,1
555,IDDE100696,1,56070,60,1,1,1,10,6,13,11,1,1,2,0,9,1,1
556,IDDE100697,1,77652,40,1,1,1,8,4,1,1,1,6,3,0,1,8,1
557,IDDE100698,2,57076,72,1,1,1,2,4,15,7,5,4,1,0,1,3,1
558,IDDE100699,1,1139,57,1,1,1,10,6,10,10,1,2,2,0,9,2,1
559,IDDE100701,2,68519,40,1,1,1,7,3,1,7,6,1,4,2,9,4,1
560,IDDE100702,1,94072,63,1,1,1,6,4,1,7,1,1,2,0,1,7,1
561,IDDE100703,2,97980,27,1,1,1,6,5,10,8,1,6,2,1,10,3,1
562,IDDE100706,1,26529,57,1,1,1,6,4,1,7,1,1,3,1,9,3,1
563,IDDE100707,1,46562,51,1,1,2,1,4,1,7,8,6,1,0,2,3,1
564,IDDE100708,1,65719,46,1,1,1,9,6,9,7,1,1,4,2,1,2,1
565,IDDE100709,1,37079,53,1,2,1,1,4,1,4,3,6,1,0,9,7,1
566,IDDE100710,1,40721,32,2,2,2,1,6,13,1,7,6,6,1,6,13,1
567,IDDE100711,1,57234,55,1,1,1,8,5,15,2,1,1,1,0,2,2,1
568,IDDE100712,2,10715,49,1,1,1,5,6,10,9,2,1,2,0,2,14,1
569,IDDE100713,1,57629,71,1,1,1,4,4,1,8,5,3,1,0,2,3,1
570,IDDE100716,2,53757,65,1,1,1,4,6,11,11,5,4,1,0,9,2,1
571,IDDE100717,1,45889,52,1,1,1,1,6,1,1,5,6,1,0,9,9,1
572,IDDE100718,1,17268,28,1,2,1,7,6,11,13,1,1,2,0,9,1,1
573,IDDE100719,2,27305,36,1,1,1,7,4,1,5,6,1,3,1,2,6,1
574,IDDE100720,1,44137,21,2,2,2,1,4,1,1,10,6,11,5,8,1,1
575,IDDE100721,1,59558,40,1,1,1,4,3,1,1,6,1,4,2,9,14,1
576,IDDE100722,1,75038,59,1,1,1,9,6,10,11,1,1,2,0,2,1,1
577,IDDE100723,2,91595,52,1,1,1,9,4,1,7,1,1,2,0,9,3,1
578,IDDE100726,1,1309,43,1,1,1,8,6,11,9,1,1,4,2,9,3,1
579,IDDE100727,2,91338,62,1,1,1,7,4,1,5,5,1,2,0,2,3,1
580,IDDE100729,2,93449,66,1,1,1,3,3,1,7,5,1,2,0,9,3,1
581,IDDE100730,1,57080,49,1,1,1,6,6,1,1,1,1,2,0,9,3,1
582,IDDE100731,1,34305,20,1,1,1,8,6,1,1,7,6,4,1,2,13,1
583,IDDE100732,2,56828,32,1,1,1,6,5,1,5,1,6,2,0,1,3,1
584,IDDE100733,1,78054,61,1,1,1,7,5,2,6,1,1,2,0,1,8,1
585,IDDE100734,2,50733,54,1,1,1,10,6,9,5,1,1,2,0,2,2,1
586,IDDE100735,1,63110,39,1,1,1,3,4,4,7,1,6,1,0,9,3,1
587,IDDE100736,1,59597,39,1,1,1,10,6,10,11,1,1,3,1,9,2,1
588,IDDE100737,1,72202,18,1,2,2,4,5,1,1,1,6,7,1,2,7,1
589,IDDE100738,2,60385,44,2,2,2,3,5,8,10,1,6,1,0,1,1,1
590,IDDE100739,1,75031,39,1,1,1,7,5,1,10,1,6,1,0,2,7,1
591,IDDE100743,1,98724,72,1,1,1,4,6,10,6,5,4,3,1,9,1,1
592,IDDE100744,1,61348,51,1,1,1,4,4,1,7,1,6,1,0,2,3,1
593,IDDE100745,2,4600,37,1,1,1,9,6,10,4,1,1,4,2,9,1,1
594,IDDE100746,2,46569,72,1,1,1,6,4,1,7,5,1,2,0,2,15,1
595,IDDE100747,2,21641,51,1,1,1,8,3,1,6,3,1,2,0,9,6,1
596,IDDE100748,2,41466,62,1,1,1,3,4,1,7,6,1,2,0,1,3,1
597,IDDE100749,2,39167,47,1,1,1,9,5,11,4,1,2,4,1,2,3,1
598,IDDE100750,1,61184,44,1,1,1,2,6,10,1,3,6,1,0,2,1,1
599,IDDE100751,1,13583,75,1,1,1,5,3,3,2,1,4,1,0,8,2,1
600,IDDE100752,2,92339,31,1,1,1,10,6,10,11,1,1,2,0,9,1,1
601,IDDE100754,2,12359,31,1,1,1,1,4,15,1,10,1,2,0,8,14,1
602,IDDE100755,2,56659,56,1,1,1,9,5,1,4,5,4,2,0,8,5,1
603,IDDE100757,2,17438,75,1,1,1,4,6,5,11,5,3,1,0,9,3,1
604,IDDE100758,1,42349,51,1,1,1,10,7,12,1,1,1,2,0,9,5,1
605,IDDE100759,2,12043,67,1,1,1,2,4,1,6,5,3,1,0,2,7,1
606,IDDE100760,1,86836,38,1,1,1,4,4,1,7,1,6,2,0,1,8,1
607,IDDE100761,2,42369,42,1,1,1,4,7,10,11,5,4,2,1,2,5,1
608,IDDE100764,1,53919,49,1,1,1,5,5,3,10,1,6,1,0,9,4,1
609,IDDE100765,2,97941,66,1,1,1,5,3,1,2,5,1,2,0,1,15,1
610,IDDE100766,2,69517,56,1,1,1,8,5,1,7,1,1,4,2,2,4,1
611,IDDE100768,2,74918,29,1,1,1,1,5,4,8,2,1,4,2,9,5,1
612,IDDE100769,2,53604,61,1,1,1,9,6,10,1,5,6,1,0,1,1,1
613,IDDE100770,1,46242,68,1,1,1,5,4,15,7,5,1,2,0,9,4,1
614,IDDE100771,2,42651,26,1,1,1,2,4,1,4,6,6,4,2,2,5,1
615,IDDE100772,1,63743,58,1,1,1,1,3,1,6,1,1,3,1,1,3,1
616,IDDE100774,1,13555,22,2,2,2,1,6,1,1,7,6,4,0,2,14,1
617,IDDE100776,2,24116,33,2,2,2,7,5,6,2,1,6,2,0,9,1,1
618,IDDE100777,1,81541,50,1,1,1,10,4,9,10,1,1,2,0,9,4,1
619,IDDE100778,1,64846,26,1,1,2,9,4,1,6,1,6,2,0,9,7,1
620,IDDE100779,2,77654,45,1,2,1,7,4,4,7,3,1,3,1,5,6,1
621,IDDE100780,1,72181,43,1,1,1,7,4,1,2,1,1,2,0,9,14,1
622,IDDE100782,1,13055,52,1,1,1,9,4,1,7,1,1,4,2,9,7,1
623,IDDE100783,2,21720,54,1,1,2,9,4,10,4,3,2,3,2,2,5,1
624,IDDE100784,2,60386,70,1,1,1,7,3,1,2,5,1,2,0,2,7,1
625,IDDE100785,2,45468,32,1,1,1,9,6,7,1,1,6,2,0,9,3,1
626,IDDE100786,2,4349,75,1,1,1,4,4,8,10,5,1,2,0,9,3,1
627,IDDE100787,1,15370,35,1,1,1,9,6,7,1,1,6,4,2,9,3,1
628,IDDE100788,1,50226,38,1,1,1,7,6,13,9,1,1,4,2,10,4,1
629,IDDE100789,1,76137,57,1,1,1,8,6,12,1,1,1,4,2,2,3,1
